Mod:Item:MetaData, Localized Name
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Abyssalnite Shovel Head
tconstruct:shovel_head:0, Refined Coralium Shovel Head
tconstruct:shovel_head:0, Dreadium Shovel Head
tconstruct:shovel_head:0, Magical Wooden Shovel Head
tconstruct:shovel_head:0, Evil Infused Shovel Head
tconstruct:shovel_head:0, Enchanted Shovel Head
tconstruct:shovel_head:0, Demonic Shovel Head
tconstruct:shovel_head:0, Infused Lava Crystal Shovel Head
tconstruct:shovel_head:0, Lava Infused Obsidian Shovel Head
tconstruct:shovel_head:0, Compressed Obsidian Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Prosperity Shard Shovel Head
tconstruct:shovel_head:0, Soulium Shovel Head
tconstruct:shovel_head:0, Base Essence Shovel Head
tconstruct:shovel_head:0, Inferium Shovel Head
tconstruct:shovel_head:0, Prudentium Shovel Head
tconstruct:shovel_head:0, Intermedium Shovel Head
tconstruct:shovel_head:0, Superium Shovel Head
tconstruct:shovel_head:0, Supremium Shovel Head
tconstruct:shovel_head:0, Plastic Shovel Head
tconstruct:shovel_head:0, Pink Slime Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Mithril Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Tin Shovel Head
tconstruct:shovel_head:0, Brass Shovel Head
tconstruct:shovel_head:0, Aluminum Shovel Head
tconstruct:shovel_head:0, Zinc Shovel Head
tconstruct:shovel_head:0, Refined Obsidian Shovel Head
tconstruct:shovel_head:0, Refined Glowstone Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Manasteel Shovel Head
tconstruct:shovel_head:0, Terrasteel Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Gaia Spirit Shovel Head
tconstruct:shovel_head:0, Yellorium Shovel Head
tconstruct:shovel_head:0, Cyanite Shovel Head
tconstruct:shovel_head:0, Blutonium Shovel Head
tconstruct:shovel_head:0, Ludicrite Shovel Head
tconstruct:shovel_head:0, Quartz Enriched Iron Shovel Head
tconstruct:shovel_head:0, Draconium Shovel Head
tconstruct:shovel_head:0, Wyvern Draconium Shovel Head
tconstruct:shovel_head:0, Awakened Draconium Shovel Head
tconstruct:shovel_head:0, Chaotic Draconium Shovel Head
tconstruct:shovel_head:0, Psimetal Shovel Head
tconstruct:shovel_head:0, Psigem Shovel Head
tconstruct:shovel_head:0, Ivory Psimetal Shovel Head
tconstruct:shovel_head:0, Ebony Psimetal Shovel Head
tconstruct:shovel_head:0, Dark Matter Shovel Head
tconstruct:shovel_head:0, Red Matter Shovel Head
tconstruct:shovel_head:0, Fluxed Electrum Shovel Head
tconstruct:shovel_head:0, Refined Iron Shovel Head
tconstruct:shovel_head:0, Tungsten Shovel Head
tconstruct:shovel_head:0, Titanium Shovel Head
tconstruct:shovel_head:0, Chrome Shovel Head
tconstruct:shovel_head:0, Advanced Alloy Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Yellow Garnet Shovel Head
tconstruct:shovel_head:0, Red Garnet Shovel Head
tconstruct:shovel_head:0, Rubber Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Naga Scale Shovel Head
tconstruct:shovel_head:0, Steeleaf Shovel Head
tconstruct:shovel_head:0, Fiery Shovel Head
tconstruct:shovel_head:0, Knightly Shovel Head
tconstruct:shovel_head:0, Litherite Shovel Head
tconstruct:shovel_head:0, Enderium Shovel Head
tconstruct:shovel_head:0, Tanzanite Shovel Head
tconstruct:shovel_head:0, Malachite Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Desh Shovel Head
tconstruct:shovel_head:0, Platinum Shovel Head
tconstruct:shovel_head:0, Psimetal Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Amber Shovel Head
tconstruct:shovel_head:0, Signalum Shovel Head
tconstruct:shovel_head:0, Enori Shovel Head
tconstruct:shovel_head:0, Erodium Shovel Head
tconstruct:shovel_head:0, Amethyst Shovel Head
tconstruct:shovel_head:0, Guardian Scale Shovel Head
tconstruct:shovel_head:0, Thaumium Shovel Head
tconstruct:shovel_head:0, Osmiridium Shovel Head
tconstruct:shovel_head:0, Lumium Shovel Head
tconstruct:shovel_head:0, Emeradic Shovel Head
tconstruct:shovel_head:0, Diamatine Shovel Head
tconstruct:shovel_head:0, Restonia Shovel Head
tconstruct:shovel_head:0, Osgloglas Shovel Head
tconstruct:shovel_head:0, Mica Shovel Head
tconstruct:shovel_head:0, Topaz Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Palis Shovel Head
tconstruct:shovel_head:0, Black Quartz Shovel Head
tconstruct:shovel_head:0, Void Shovel Head
tconstruct:shovel_head:0, Livingwood Shovel Head
tconstruct:shovel_head:0, Elementium Shovel Head
tconstruct:shovel_head:0, Mirion Shovel Head
tconstruct:shovel_head:0, Wyvern Shovel Head
tconstruct:shovel_head:0, Awakened Shovel Head
tconstruct:shovel_head:0, Chaotic Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:shovel_head:0, Bloodwood Shovel Head
tconstruct:shovel_head:0, Fusewood Shovel Head
tconstruct:shovel_head:0, Ghostwood Shovel Head
tconstruct:shovel_head:0, Darkwood Shovel Head
tconstruct:axe_head:0, Electrical Axe Head
tconstruct:axe_head:0, Energetic Axe Head
tconstruct:axe_head:0, Vibrant Axe Head
tconstruct:axe_head:0, Red Axe Head
tconstruct:axe_head:0, Conductive Axe Head
tconstruct:axe_head:0, Pulsating Axe Head
tconstruct:axe_head:0, Dark Axe Head
tconstruct:axe_head:0, Souled Axe Head
tconstruct:axe_head:0, Axe Head of the End
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
tconstruct:axe_head:0, Ardite Axe Head
tconstruct:axe_head:0, Manyullyn Axe Head
tconstruct:axe_head:0, Copper Axe Head
tconstruct:axe_head:0, Bronze Axe Head
tconstruct:axe_head:0, Lead Axe Head
tconstruct:axe_head:0, Silver Axe Head
tconstruct:axe_head:0, Electrum Axe Head
tconstruct:axe_head:0, Steel Axe Head
tconstruct:axe_head:0, Abyssalnite Axe Head
tconstruct:axe_head:0, Refined Coralium Axe Head
tconstruct:axe_head:0, Dreadium Axe Head
tconstruct:axe_head:0, Magical Wooden Axe Head
tconstruct:axe_head:0, Evil Infused Axe Head
tconstruct:axe_head:0, Enchanted Axe Head
tconstruct:axe_head:0, Demonic Axe Head
tconstruct:axe_head:0, Infused Lava Crystal Axe Head
tconstruct:axe_head:0, Lava Infused Obsidian Axe Head
tconstruct:axe_head:0, Compressed Obsidian Axe Head
tconstruct:axe_head:0, Treated Wood Axe Head
tconstruct:axe_head:0, Constantan Axe Head
tconstruct:axe_head:0, Prosperity Shard Axe Head
tconstruct:axe_head:0, Soulium Axe Head
tconstruct:axe_head:0, Base Essence Axe Head
tconstruct:axe_head:0, Inferium Axe Head
tconstruct:axe_head:0, Prudentium Axe Head
tconstruct:axe_head:0, Intermedium Axe Head
tconstruct:axe_head:0, Superium Axe Head
tconstruct:axe_head:0, Supremium Axe Head
tconstruct:axe_head:0, Plastic Axe Head
tconstruct:axe_head:0, Pink Slime Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Iridium Axe Head
tconstruct:axe_head:0, Mithril Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Invar Axe Head
tconstruct:axe_head:0, Nickel Axe Head
tconstruct:axe_head:0, Tin Axe Head
tconstruct:axe_head:0, Brass Axe Head
tconstruct:axe_head:0, Aluminum Axe Head
tconstruct:axe_head:0, Zinc Axe Head
tconstruct:axe_head:0, Refined Obsidian Axe Head
tconstruct:axe_head:0, Refined Glowstone Axe Head
tconstruct:axe_head:0, Osmium Axe Head
tconstruct:axe_head:0, Manasteel Axe Head
tconstruct:axe_head:0, Terrasteel Axe Head
tconstruct:axe_head:0, Elementium Axe Head
tconstruct:axe_head:0, Gaia Spirit Axe Head
tconstruct:axe_head:0, Yellorium Axe Head
tconstruct:axe_head:0, Cyanite Axe Head
tconstruct:axe_head:0, Blutonium Axe Head
tconstruct:axe_head:0, Ludicrite Axe Head
tconstruct:axe_head:0, Quartz Enriched Iron Axe Head
tconstruct:axe_head:0, Draconium Axe Head
tconstruct:axe_head:0, Wyvern Draconium Axe Head
tconstruct:axe_head:0, Awakened Draconium Axe Head
tconstruct:axe_head:0, Chaotic Draconium Axe Head
tconstruct:axe_head:0, Psimetal Axe Head
tconstruct:axe_head:0, Psigem Axe Head
tconstruct:axe_head:0, Ivory Psimetal Axe Head
tconstruct:axe_head:0, Ebony Psimetal Axe Head
tconstruct:axe_head:0, Dark Matter Axe Head
tconstruct:axe_head:0, Red Matter Axe Head
tconstruct:axe_head:0, Fluxed Electrum Axe Head
tconstruct:axe_head:0, Refined Iron Axe Head
tconstruct:axe_head:0, Tungsten Axe Head
tconstruct:axe_head:0, Titanium Axe Head
tconstruct:axe_head:0, Chrome Axe Head
tconstruct:axe_head:0, Advanced Alloy Axe Head
tconstruct:axe_head:0, Ruby Axe Head
tconstruct:axe_head:0, Sapphire Axe Head
tconstruct:axe_head:0, Peridot Axe Head
tconstruct:axe_head:0, Yellow Garnet Axe Head
tconstruct:axe_head:0, Red Garnet Axe Head
tconstruct:axe_head:0, Rubber Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Naga Scale Axe Head
tconstruct:axe_head:0, Steeleaf Axe Head
tconstruct:axe_head:0, Fiery Axe Head
tconstruct:axe_head:0, Knightly Axe Head
tconstruct:axe_head:0, Litherite Axe Head
tconstruct:axe_head:0, Enderium Axe Head
tconstruct:axe_head:0, Tanzanite Axe Head
tconstruct:axe_head:0, Malachite Axe Head
tconstruct:axe_head:0, Fluix Crystal Axe Head
tconstruct:axe_head:0, Desh Axe Head
tconstruct:axe_head:0, Platinum Axe Head
tconstruct:axe_head:0, Psimetal Axe Head
tconstruct:axe_head:0, Certus Quartz Axe Head
tconstruct:axe_head:0, Amber Axe Head
tconstruct:axe_head:0, Signalum Axe Head
tconstruct:axe_head:0, Enori Axe Head
tconstruct:axe_head:0, Erodium Axe Head
tconstruct:axe_head:0, Amethyst Axe Head
tconstruct:axe_head:0, Guardian Scale Axe Head
tconstruct:axe_head:0, Thaumium Axe Head
tconstruct:axe_head:0, Osmiridium Axe Head
tconstruct:axe_head:0, Lumium Axe Head
tconstruct:axe_head:0, Emeradic Axe Head
tconstruct:axe_head:0, Diamatine Axe Head
tconstruct:axe_head:0, Restonia Axe Head
tconstruct:axe_head:0, Osgloglas Axe Head
tconstruct:axe_head:0, Mica Axe Head
tconstruct:axe_head:0, Topaz Axe Head
tconstruct:axe_head:0, Alumite Axe Head
tconstruct:axe_head:0, Palis Axe Head
tconstruct:axe_head:0, Black Quartz Axe Head
tconstruct:axe_head:0, Void Axe Head
tconstruct:axe_head:0, Livingwood Axe Head
tconstruct:axe_head:0, Elementium Axe Head
tconstruct:axe_head:0, Mirion Axe Head
tconstruct:axe_head:0, Wyvern Axe Head
tconstruct:axe_head:0, Awakened Axe Head
tconstruct:axe_head:0, Chaotic Axe Head
tconstruct:axe_head:0, Emerald Axe Head
tconstruct:axe_head:0, Bloodwood Axe Head
tconstruct:axe_head:0, Fusewood Axe Head
tconstruct:axe_head:0, Ghostwood Axe Head
tconstruct:axe_head:0, Darkwood Axe Head
tconstruct:broad_axe_head:0, Electrical Broad Axe Head
tconstruct:broad_axe_head:0, Energetic Broad Axe Head
tconstruct:broad_axe_head:0, Vibrant Broad Axe Head
tconstruct:broad_axe_head:0, Red Broad Axe Head
tconstruct:broad_axe_head:0, Conductive Broad Axe Head
tconstruct:broad_axe_head:0, Pulsating Broad Axe Head
tconstruct:broad_axe_head:0, Dark Broad Axe Head
tconstruct:broad_axe_head:0, Souled Broad Axe Head
tconstruct:broad_axe_head:0, Broad Axe Head of the End
tconstruct:broad_axe_head:0, Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Stone Broad Axe Head
tconstruct:broad_axe_head:0, Flint Broad Axe Head
tconstruct:broad_axe_head:0, Cactus Broad Axe Head
tconstruct:broad_axe_head:0, Bone Broad Axe Head
tconstruct:broad_axe_head:0, Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Prismarine Broad Axe Head
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Abyssalnite Broad Axe Head
tconstruct:broad_axe_head:0, Refined Coralium Broad Axe Head
tconstruct:broad_axe_head:0, Dreadium Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Infused Lava Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Lava Infused Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Compressed Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Treated Wood Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Prosperity Shard Broad Axe Head
tconstruct:broad_axe_head:0, Soulium Broad Axe Head
tconstruct:broad_axe_head:0, Base Essence Broad Axe Head
tconstruct:broad_axe_head:0, Inferium Broad Axe Head
tconstruct:broad_axe_head:0, Prudentium Broad Axe Head
tconstruct:broad_axe_head:0, Intermedium Broad Axe Head
tconstruct:broad_axe_head:0, Superium Broad Axe Head
tconstruct:broad_axe_head:0, Supremium Broad Axe Head
tconstruct:broad_axe_head:0, Plastic Broad Axe Head
tconstruct:broad_axe_head:0, Pink Slime Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Mithril Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Tin Broad Axe Head
tconstruct:broad_axe_head:0, Brass Broad Axe Head
tconstruct:broad_axe_head:0, Aluminum Broad Axe Head
tconstruct:broad_axe_head:0, Zinc Broad Axe Head
tconstruct:broad_axe_head:0, Refined Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Refined Glowstone Broad Axe Head
tconstruct:broad_axe_head:0, Osmium Broad Axe Head
tconstruct:broad_axe_head:0, Manasteel Broad Axe Head
tconstruct:broad_axe_head:0, Terrasteel Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Gaia Spirit Broad Axe Head
tconstruct:broad_axe_head:0, Yellorium Broad Axe Head
tconstruct:broad_axe_head:0, Cyanite Broad Axe Head
tconstruct:broad_axe_head:0, Blutonium Broad Axe Head
tconstruct:broad_axe_head:0, Ludicrite Broad Axe Head
tconstruct:broad_axe_head:0, Quartz Enriched Iron Broad Axe Head
tconstruct:broad_axe_head:0, Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Awakened Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Chaotic Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Psigem Broad Axe Head
tconstruct:broad_axe_head:0, Ivory Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Ebony Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Dark Matter Broad Axe Head
tconstruct:broad_axe_head:0, Red Matter Broad Axe Head
tconstruct:broad_axe_head:0, Fluxed Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Refined Iron Broad Axe Head
tconstruct:broad_axe_head:0, Tungsten Broad Axe Head
tconstruct:broad_axe_head:0, Titanium Broad Axe Head
tconstruct:broad_axe_head:0, Chrome Broad Axe Head
tconstruct:broad_axe_head:0, Advanced Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Yellow Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Red Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Rubber Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Naga Scale Broad Axe Head
tconstruct:broad_axe_head:0, Steeleaf Broad Axe Head
tconstruct:broad_axe_head:0, Fiery Broad Axe Head
tconstruct:broad_axe_head:0, Knightly Broad Axe Head
tconstruct:broad_axe_head:0, Litherite Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Tanzanite Broad Axe Head
tconstruct:broad_axe_head:0, Malachite Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Desh Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Amber Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Enori Broad Axe Head
tconstruct:broad_axe_head:0, Erodium Broad Axe Head
tconstruct:broad_axe_head:0, Amethyst Broad Axe Head
tconstruct:broad_axe_head:0, Guardian Scale Broad Axe Head
tconstruct:broad_axe_head:0, Thaumium Broad Axe Head
tconstruct:broad_axe_head:0, Osmiridium Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Emeradic Broad Axe Head
tconstruct:broad_axe_head:0, Diamatine Broad Axe Head
tconstruct:broad_axe_head:0, Restonia Broad Axe Head
tconstruct:broad_axe_head:0, Osgloglas Broad Axe Head
tconstruct:broad_axe_head:0, Mica Broad Axe Head
tconstruct:broad_axe_head:0, Topaz Broad Axe Head
tconstruct:broad_axe_head:0, Alumite Broad Axe Head
tconstruct:broad_axe_head:0, Palis Broad Axe Head
tconstruct:broad_axe_head:0, Black Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Void Broad Axe Head
tconstruct:broad_axe_head:0, Livingwood Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Mirion Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Broad Axe Head
